justlookapp.com/blog/wp-content/themes/storefront/assets/fonts/d77722bd1cf46a12214c17ad4b362a5c/,0,0.28205128205128205,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.01754385964912281,0,0,0,1,1,1,1,0,0.3333333333333333,1,0,0,0,0,0,0,0,0,0.3636363636363637,0.0,0,0.09090909090909091,0.45454545454545453,0.0
tny.im/a6p~,0,0.05128205128205128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0.5,0,1,0,1,0,0,0.06666666666666668,1,0,0,0,0,0,0,0,0,0.3333333333333333,0.0,0,0.0,0.6666666666666666,0.0
www.automar.com.br/Login/customer_center/customer-IDPP00C675/myaccount/signin/,0,0.358974358974359,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0.5,0,1,0.5,1,0.5,0,0.13333333333333333,0,0,0,0,0,0,0,0,0,0.3636363636363637,0.0,0,0.1,0.2727272727272727,0.0
sites.google.com/site/unblockingfbnotification/,0,0.3076923076923077,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0,0,0,1,0,1,0,0,0.15,1,0,0,0,1,0,0,0,0,0.41666666666666674,0.0,0,0.18181818181818182,0.16666666666666666,0.0
madear.x10host.com/update/yahoo/login.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&amp,0,0.358974358974359,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,1,0,1,1,0,0.18333333333333332,1,0,0,0,0,0,0,0,1,0.28571428571428575,0.14285714285714285,0,0.045454545454545456,0.14285714285714285,0.14285714285714285
tmsluxury-hotel.com/wp-admin/user/-/wellsfargo/jc3mwy=/dm0zgu=/tywztm=,0,0.3846153846153846,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0,0.5,0,1,0.5,1,1,0,0.4666666666666667,1,0,0,0,0,0,0,0,0,0.3333333333333333,0.0,0.5,0.10714285714285714,0.26666666666666666,0.0
www.xactroofsolutions.com/ho/?,0,0.5384615384615385,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0,0.5,0,1,1,1,1,0,0.3,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.0,1,0.1,0.47619047619047616,0.0
gsl-products.com/beza/wp-settings/bankofamerica/login.php,0,0.3076923076923077,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,1,0,1,0.5,0,0.3666666666666667,1,0,0,0,0,0,0,0,0,0.16666666666666666,0.0,0,0.045454545454545456,0.6666666666666666,0.0
allsgro.pl,0,0.15384615384615385,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0,0.5,0,1,1,1,1,0,0.2,1,0,0,0,0,0,0,0,0,0.28571428571428575,0.0,0,0.07142857142857142,0.7142857142857143,0.0
attiliocurcio.com/wp-content/pdf-nfx/%da9%a3%ee%5ekK%0d2U%bf%ef%95%60%18%90%af%d8%07%09/,0,0.33333333333333337,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,1,0.5,1,1,0,0.39999999999999997,1,0,0,0,0,0,0,0,0,0.5384615384615385,0.0,0.5,0.15384615384615385,0.30769230769230776,0.0
poderdafala.com.br/InterAcessoCliente/New/,0,0.358974358974359,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0.5,0,1,1,1,1,0,0.3333333333333333,1,0,0,0,0,0,0,0,0,0.4545454545454546,0.0,0,0.09090909090909091,0.18181818181818182,0.0
verification-online-li.com/,0,0.5641025641025642,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,1,0,1,1,1,1,0,0.7,1,0,0,0,0,0,0,0,0,0.4545454545454546,0.0,1,0.15,0.09090909090909091,0.0
servuceinfolock.net/amazon.com.ap.signin.openid.pape.max/ynja1ode=/index.php,0,0.3846153846153846,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0,1,0,1,1,1,1,0,0.4666666666666667,1,0,0,0,0,0,0,0,0,0.4000000000000001,0.0,1,0.1,0.4,0.0
