https://sites.google.com/site/helpinfofb2017/,5304811,-1,-1,-1,-1,-1,-1,0,0,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1
http://cleanupsystem.sitey.me/,5304765,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1
https://sites.google.com/site/claming56433667000012/,5304756,-1,-1,-1,-1,-1,-1,0,0,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1
http://thepier.org/sun.php,5304753,-1,-1,-1,-1,-1,-1,-1,0,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1
https://sites.google.com/site/recoveryfbtr56sdgtfds56/,5304745,-1,-1,-1,-1,-1,-1,0,0,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1
https://sites.google.com/site/lamprit656512/,5304628,-1,-1,-1,-1,-1,-1,0,0,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1
https://sites.google.com/site/recovry0913/,5304479,-1,-1,-1,-1,-1,-1,0,0,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1
http://mail.turriago.com/box.php?nl=7&c=101&m=6295&s=857499fb31da2ff898cab89909001c54&funcml=unsub2&luha=1,5304427,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1
https://sites.google.com/site/confirmfblog2017/,5304377,-1,-1,-1,-1,-1,-1,0,0,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1
https://sites.google.com/site/claminer545435456432500/,5304371,-1,-1,-1,-1,-1,-1,0,0,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1
http://www.hogarytextil.com/downloader_ASASDUTEN23/skin/images/update/index.html,5303692,-1,0,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
http://www.updatemicrosoft.sitey.me/,5302436,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,0,-1,-1,-1,-1
https://sites.google.com/site/info23f991200072t/,5302435,-1,-1,-1,-1,-1,-1,0,0,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1
https://sites.google.com/site/clamingidentify008754504/,5302349,-1,-1,-1,-1,-1,-1,0,0,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1
https://sites.google.com/site/clamingidentify008754501/,5302346,-1,-1,-1,-1,-1,-1,0,0,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1
https://sites.google.com/site/clamingidentify008754502/,5302344,-1,-1,-1,-1,-1,-1,0,0,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1
http://meetwomen.com/member%20downloads/uwec.edu/home/,5301636,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1
http://meetwomen.com/member%20downloads/fgcu.edu/home/,5301625,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1
http://meetwomen.com/member%20downloads/colorado.edu/home/,5301623,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1
http://skoudn.skclick.in/,5300843,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1
http://alltechfeed.com/free-netflix-accounts-passwords-working-premium-accounts-2017/,5300368,-1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1
http://www.alltechfeed.com/free-netflix-accounts-passwords-working-premium-accounts-2017/,5300274,-1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1
http://www.vitex-carbon.ru/media/system,5299609,-1,-1,-1,-1,-1,1,-1,0,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1
http://savteksol.com/,5298971,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1
http://662y16t2xnpiipbc8ev5ankkf.designmysite.pro,5298772,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1
https://sites.google.com/site/contactfbhelpus/,5298310,-1,-1,-1,-1,-1,-1,0,0,-1,1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1
http://www.kshconsultingllc.com/plugin/secure/,5295543,-1,-1,-1,-1,-1,-1,-1,0,1,-1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1
http://paulgodding.com/yawajud/index_1.html,5295232,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,1,0,-1,-1,0,-1,-1,-1,1,-1,-1,1,-1,-1,0,-1
http://wer3245wetrwerw.creatorlink.net,5294936,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1
http://match.com-mypictures.lyricsmantra.com/,5294563,-1,-1,-1,-1,-1,1,1,0,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,0,-1
http://match.com-mypictures.lyricsmantra.com/#/,5294386,-1,-1,-1,-1,-1,1,1,0,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,0,-1
https://www.giovanninashville.com/paypal/drkyze=,5294352,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1
